episode,duration,ad_spot,pct_through,context
ELFCM420,18:41,08:27,45.2,"In 1947 there was a competition announced in America. Anyone could take part, and the objective was to create a new breed of chicken that would be bigger and cheaper. Or, to quote the advert from the original announcement, the objective was to breed “one bird chunky enough for the whole family—a chicken with breast meat"
ELFCM421,20:24,09:16,45.4,"Not only did most of these young people show absolutely no interest in getting a job and following a conventional path, they spent their days engaging in behaviour that was deeply disapproved of by much of the older generation, their parents and grandparents. Specifically, two fundamental behaviours of the hippy movement were free love and a change of consciousness."
ELFCM422,21:23,09:37,45.0,"typically pay them a few hundred dollars afterwards. The girls that were brought to the mansion were often flown in from all over the world: Brazil, the former Soviet Union, as well as other Latin American countries. There was even an allegation of 12-year-old triplets being flown in from France. In terms of just how many there were, it’s thought that there were at least"
ELFCM423,23:57,10:47,45.0,"Rothschild managed his patron’s wealth, doing everything from making sure that Napoleon didn’t get his hands on it through to investing it and growing his fortune. Mayer Rothschild himself grew very wealthy, but this was only sowing the seeds for what was to come. Mayer Amschel Rothschild’s most important legacy, his most profitable investment you might even say, was his family."
ELFCM424,17:01,07:40,45.1,"that’s just as bad, or perhaps worse, than a high-salt diet, and that’s a no salt diet. Salt, in small amounts, around 500 mg per day according to the Harvard School of Public Health, it is essential for human survival. Someone who found this out the hard way was Napoleon Bonaparte, as when his army was retreating from its ill-fated Russian campaign, it ran out of salt."
ELFCM425,21:57,09:55,45.2,"TikTok sense, or simple messaging apps like Whatsapp, the fact that information can be transferred so quickly and easily has created a fertile ground for polarising beliefs, which attract people to more polarising candidates, and strongmen are nothing if not polarising. And on this note, the fifth and final factor to mention is this increased polarisation of political beliefs, the increasing difference between those on"
ELFCM426,21:08,09:24,44.5,"future creatives could thrive, and the result is the Korean Wave that we see today. But, of course, a country cannot simply throw money at so-called “cultural projects” and hope that a BTS or a Squid Game or a Parasite will emerge a few years later. There are plenty of other factors that are at play, and in the case of the gigantic success of K-Pop, one important factor that is often referenced is the"
ELFCM427,21:36,09:44,45.1,"much gold and silver a country had to buy the goods that it needed. It didn’t really address how the goods were produced or the human motivation behind the process; the only important thing was the value of the money inside the economy. Smith’s innovation, or divergence from this path, was to link wealth more closely to living standards."
ELFCM428,22:22,10:02,44.9,"According to the French author, Agathe Demarais, sanctions have not got any more effective. Demarais is the author of a book on the efficacy of economic sanctions, and in it she looks at all U.S. sanctions since 1970 and shows that the countries targeted by sanctions only changed their behaviour 13% of the time."
ELFCM429,21:42,09:42,44.7,"It was such a problem that it caused Marie's brother, the Holy Roman Emperor Joseph II, to come to Versailles in April of 1777 to find out what was going on. Whatever he said to the pair, it seemed to have had some impact, but not immediately. It took 5 months for the marriage to be consummated, and a year later Marie Antoinette fell pregnant."
ELFCM430,22:34,10:11,45.1,"training rural doctors in the same region her brother is working in. Let’s say, for sake of ease, it costs $50,000 to train a doctor in Bangladesh, meaning that the sister’s donation can train 100 new doctors every year. And let’s assume that each new doctor is as efficient as the brother, so can save the lives of 100 children per year."
